,game id,review text,positive
26,1085660,"Don't get me wrong, game is lovely. 

Bungie however is screwing up big time. They have no control over the hackers in their game since they went to steam. 
Which is already causing major problems in the crucible. 
And are simply straight up banning every1 who gets reported or ends up in a lobby with an actual hacker. 

Myself included. And before you go, sure homie... I have been here since CB of D1, have all expansions and DLC's from the very beginning on both PC and PS4. Ya think i'd do something to get myself banned? Really?

Anyways, long story short. If you're either reported or end up in a lobby with a hacker. YOU ARE F*CKED!
You will get banned, and even after 3 tickets asking for at least the reason why you're banned. You will be answered with generic BS messages. They won't even take the time to read your apeal. 

What happened to you bungie.... you were supposed to be the chosen one!

Very sad OG player...",0
27,1085660,"""Whether we wanted it or not, we've stepped into a war with the Cabal on Mars. So let's get to taking out their command, one by one. Valus Ta'aurc. From what I can gather he commands the Siege Dancers from an Imperial Land Tank outside of Rubicon. He's well protected, but with the right team, we can punch through those defenses, take this beast out, and break their grip on Freehold.""",1
28,1085660,I Punch good in this game. Good Game for Beef.,1
29,1085660,THIS GAME IS A JOB IF YOU WANT A JOB GREAT GAME,1
30,1085660,"Just same thing start at one end and go to the other end just by killing stuff same mechanics in everything expect raids which you stop doing once you done, everyone egos too. Not good community.",0
31,1085660,"too much fun to play with your friends.... only if you have any you loner
",1
32,1085660,"with the introduction of stasis i have become a master at multi-tasking. Now when i get frozen by stasis i have enough time to do the following:
1)Read the entire Encyclopedia Britannica 

2) Start proxy wars in third world countries over vast reserves of oil

3) Masturbate a bit

and even then i still have enough time to go cook some food and come back in time to respawn, thanks Bungie!",1
33,1085660,"I am very much a casual Destiny fan, so the meta and grind does not really come into play for me for the most part. I enjoy the solid moment to moment gunplay and exploration. 
The environments still look fantastic even with Destiny 2 getting higher in years. The sound and visuals are all very well done. Plenty of wow moments with large set pieces. 
 There are lots of group events to join everywhere and group stuff is where I think this game shines. Seeing 3 guardians rushing in together and slaughtering the enemies is always fun to watch. 
I do recommend this game but for me this is a game I would only buy on sale. The content does feel segmented with how it is monetized but overall not terrible.
Give it a shot if you can find the game with it's DLC on sale. ",1
34,1085660,nerf warlock,0
35,1085660,"I've had this game since launch, and it has always been fun and a great purchase!




Edit: This game is garbage... its still my favorite game.",1
36,1085660,"This game has been very enjoyable. After 3000 hours played, still enjoying it!",1
37,1085660,Goes alright!,1
38,1085660,wacky and crazy,1
39,1085660,GUN,0
40,1085660,Please help,1
41,1085660,"This game will make you cry many times but like a drug you’re gonna come back for more
",1
42,1085660,good,1
43,1085660,Luke Smith had sex with my wife,1
44,1085660,understand,0
45,1085660,just saying i built a software which is well easy to use when playing any video game ask for a menu. it will help you and you will be able to be in the game.,1
46,1085660,Dont like this one,0
47,1085660,its more comprehensive then the first one was.,1
48,1085660,Iron Lord APPROVES,1
49,1085660,"Unlike Destiny 1, this installment offers little innovation. There´s a basic model here that was implemented on all expansions, on every stage of Destiny 2 to date:

1) Make a great introductory mission, get players hooked.
2) Make a few updates
3) Copy and paste activities and missions.

From the start this game had no soul, no love at all.

Really different experience from Destiny 1. Played the demo, it sucked but the introductory mission was great. Thought to myself ""Well, D1 was great, let´s give it a chance"".

Wrong decision! Not going to lie, it has some good moments and pvp is still fun. Some strikes and raids are fun as well, that´s why it has the score it has, but wow...it´s years behind the first one in the fun factor.

If I have to congratulate Bungie in any area, that would be in the marketing department. EXCELLENT trailers.",1
50,1085660,I hate this game,0
51,1085660,I miss Mars. ,1
52,1085660,hard game to get into but worth it.,1
53,1085660,You hate it. You love it. But you can't leave it!,1
54,1085660,Im likeing this game but it makes me play too much and i dont like it. So i like it but i sometime dont like.,1
55,1085660,"it was like halo at the first time but built in a very different way
",1
56,1085660,dogshit,1
57,1085660,"The game is dogshit stop playing it. 

You have stockholm syndrome.",0
58,1085660,amazing game,0
59,1085660,"Great game. Has it's fair share of problems, but it gets better over time. Trust me on that since I've been around since The Taken King DLC. Quite grindy, but still enjoyable and worth playing especially with friends.",1
60,1085660,"wonderful game with friends
",1
61,1085660,"As a fan of the original Destiny, playing it all the way back to the first week of release, D2 just seems like a shadow of its former self. I played this when it first came out and my initial opinion was that it was a worthy successor to D1 that improved many gameplay and story aspects. Over the years, however, I've played on and off and my opinion only goes down. Really everything went downhill after it became a free-to-play game, and when the latest Fallen DLC came out, I just lost all my will to play.

[h1]The Big Problem[/h1]
Too much content. You take a two week break and you miss a 10GB update (I'm exaggerating). Bungie already took steps to shrink the game because it got to an unmanageable size, and I was glad that they did this because I would have never completed every activity the game had to offer. Still though, there is way too much stuff to do and keep track of. It does not feel like a casual game anymore, it just feels like a neverending grind. And the worst part is that if you don't have a bunch of friends you can play with, you'll never really get anywhere. Destiny has NEVER been a reliable singleplayer game, but ever since the end of D1 days, all of my Destiny friends are gone, especially here on PC. Usually Bungie is able to dish out good singleplayer experiences, but not in the current state of D2. 

This is all not mentioning the absolute trainwreck that was the latest DLC, which was a rehash of the same old crap I've seen before in House of Wolves and literally every single Fallen-centric storyline ever. The new stasis abilities were underwhelming as well. I couldn't even finish it, I got so bored of it in the first two levels.",0
62,1085660,"Destiny 2 is a very photogenic and atmospheric game, filled with quests, mysteries and pvp/pve. The downside to this game, is that is is not very friendly towards new players tuning in. But since it is a free gaming experience you should for sure give it a try!",1
63,1085660,"Shot stuff, get that dopamine filled loot",1
64,1085660,In Luke Smith we trust.,1
65,1085660,"I hate destiny 2, it's my favorite game",0
66,1085660,"Got locked out of my main characters for 60 days cause I bought the atheon emote bundle, bruh i'm so lost without this stupid game ples I just want to spend more hours grinding away for loot and get more raid clears and learn how to double slug please bungie the depression is kicking in again oh no",1
67,1085660,"This game makes me want to end it all, and I still wake up in the morning and play this game for 12 hours, and then throw all my money at bungie to supply me with more dopamine. Its kinda like heroin. Your addicted and want to quit, but when you do, all you think about is playing it.",1
68,1085660,its alright .-.,1
69,1085660,"-You either die a hero, or live long enough to see yourself become Activision.
-RNG based leveling.
-If you don't have friends who play regularly, you'll get nowhere in this game.",1
70,1085660,renn is not good at this game,1
71,1085660,"game
",1
72,1085660,games shit dont waste download time,0
73,1085660,shit game don't play it,1
74,1085660,Game was okay until i played team scorched which is the most deplorable game ive ever played in my life,0
75,1085660,"My original review was gushing but since then, this game has become a symbol of everything wrong with GaaS, Bungie, and MMOs in general.",0
76,1085660,its a great game don't get me wrong i love it with all my heart and i have devoted 7 years almost 8 years of my life playing this and nothing but this i went fro ps4 to this and i can say it drains you and takes everything from you it frustrates me and bothers me that i always come back to it. Goodluck and play knowing you will lose everything,0
77,1085660,"i F**** HATE THIS GAME  THERE IS !0! RESPECT FOR TIME U INVESTED, U GONNA GET KICKED IN MIDDLE OF GAME JUST CUZ DESTINY WANT SO, NO MATTER HOW GOOD YOUR INTERNET IS, NO MATTER HOW HARD YOU WAS TRYING TO WIN THE GAME, AND YOU WILL GET PENALTY ! ( FOR TRYING HARD PLAYING LEGIT)  OTHERS CHEATING AND STILL OK , THIS *S**T HOLE HAVE SO MANY PROBLEMS , I JUST WANNT DECENT PVP PLEASE PLEASE , IM DONE OF CHEATERS, BEING KICKED IN MIDDLE OF GAME FOR 0 REASONS , BROLEN SKILLS AND GUNS. AND WHEN DEVS GIVE 0 F*** TO ALL THIS. NUT YEAH THEY WILL ADD NEW SEASON WITH NEW SKINS AND NEW BOUNTIES GUYS. HAVE f* FUn!",0
78,1085660,Nice,1
79,1085660,"stasis fixed. i caved and bought BL, but whatever
",1
80,1085660,This game is fucking trash do not play it. Every dlc is overpriced for reskin content. Pvp is so unbalcned and garbage. OP weapons locked behind pay wall. Players with egos everywhere. Hackers in almost every lobby and bungie doesnt give a single shit. Instead of fixing problems theyll add in some d1 weapons behind a 50$ pay wall. The game company is garbage dont play this game.,0
81,1085660,if you want to die play this game,1
82,1085660,poggers,1
83,1085660,"Amazing game, still waiting on crossplay but hopefully soon!",1
84,1085660,xdxdxddx,1
85,1085660,game is good when its got the content been playing personally since the first games beta and have had my ups and downs about it but still love to put lots of time into it,1
86,1085660,300 hours in i came to the conclusion this is game is okay.....,1
87,1085660,"After the last update the game is broken, we have things we can't use, places were removed. It's strange and sad what this game have become, since it was great  in the past. I've uninstalled and I won't play ever again.",0
88,1085660,"yes i would reccomend this game to others but if youre a solo player like me most of the time with not alot of friends, this may not be the game for you. as it is alot more rewarding, and a much better time with friends",1
89,1085660,"é uma merda, literalmente meu jogo favorito",1
90,1085660,This is one of the games on Steam.,1
91,1085660,there be these crazyy looking creature some friendly some bad also zavala is blue and i believe its a rip off from avatar movie but whatever its a solid game has cool cosmetics and all the weapons and armours are sick!,1
92,1085660,"An abusive, unhealthy relationship that makes you wonder what terrible decisions you have made in your life to end up where you are.",0
93,1085660,Not fun at all. Definitely a must play.,1
94,1085660,"This game peaked at Forsaken. Shadowkeep was kinda eh, Beyond Light was eh but a quite a bit better than Shadowkeep, and the seasons throughout ranged from content-less (season of arrivals) to really really good (season of the splicer), and raids like Last Wish and Vault of Glass are amazing and great fun to do with others. Overall its kinda ok i guess",1
95,1085660,"I hate this game to an extent, but it's my most played game on Steam. Perhaps my most played game in general.

TL;DR: DON’T TRY THIS GAME! It combines the addictive nature of heroin, and the highs and lows of an abusive relationship. The game makes me feel like shit, and I can’t stop coming back. I regret how much time I've already put in this game, even though I know I'm only going to keep on playing it. I don't feel any satisfaction in it. Only a fleeting sense of pride and accomplishment after getting some weapon, which fades as I start on another long ass quest-line. There are way more fulfilling games out there. Please don't try this game, it's a massive, unsatisfactory time-sink that's addictive as fuck.

Does this game fix everything that people complained about in Destiny 1? No. I’ll start with the story. 

Edit: With the introduction of the content vault, the first 3 campaigns were removed. This is not a major loss however, because those campaigns were shallow and boring. I previously had a whole paragraph dedicated to how much these campaigns sucked, but now they're gone. I suppose now if you're looking for a guided narrative experience, you'll need to get one of the DLCs. IMO, the only one absolutely not worth getting is Shadowkeep. Forsaken is the best campaign in Destiny 2 (it's not necessarily a masterpiece, there's just not much competition). Beyond Light isn't anything special, but it's better than Shadowkeep.

However it's important to remember that the campaign isn't the game's main focus. This leads us to another question: Is the game still grindy as fuck? Yeah. This is where my main criticism comes in. There are so many quests, I constantly feel urged to complete them. I never do something in Destiny just because it's fun; I'm always trying to grind out various quests. For what? Just some weapons that'll sit in my vault since like any game, some weapons are better than others. Honestly for PvE, you don't necessarily need the meta items (unless you're doing the top level shit). And in general, if you get a few top tier weapons, you’ll be able to do just fine without getting all the rest of them.

Edit: Recently, Bungie actually made the new player experience better. Now they have a whole guided sequence that better teaches new players what to do. They will no longer need to be guided by veterans, at least not as much as before.

Let’s talk about some of the positives. The moment to moment gun-play is incredibly entertaining. I don’t know how to describe it, perhaps “satisfying” is the word. It just feels really smooth and fun (from a PvE standpoint). But the game's main redemption is the more challenging content (most of the game, particularly the campaigns are trivial) such as Raids and Nightfall strikes. Raids in particular include challenging and convoluted puzzles requiring coordination and communication. This makes them a fun challenge, once you get a fire team to do them (you can't match-make for Raids). It's also very likely that you'll get stuck in one area because 1: you don't get what the fuck is going on or 2: your teammates don't get what the fuck is going on.


One of the game’s multiplayer modes is Gambit which can be labeled as ""Competitive PvE"". To broadly summarize, teams must kill groups of enemies quickly, gather resources from them, and deposit them. Depositing enough resources summons a boss. Whichever team kills the boss first wins. The only wrinkle in this is that during the game, portals open up allowing players to infiltrate the other team’s session and try to kill them. Since you drop motes on death, this can be a great hindrance. In some cases, the loss can be devastating. If your team is holding a large amount of motes and someone wipes your team, you may as well give up. I personally don’t like this game mode. One of the main problems is that the mode has a lot of subtleties that aren’t explained well in game. As a result most of the players you match-make with will probably make preventable mistakes that’ll cost you the game.

Crucible is one of the most enraging things I've played in recent memory. The main fundamental problem with Crucible is that it's sandbox was built for PvE. Each of the classes has powerful abilities and supers that create encounters feel like you couldn't have done anything about it. I have a friend that jokes that half of Crucible is running away from supers; it's not as much of an exaggeration as you may think. When an enemy activates their super in your vicinity, you have 3 options. Try to fight them, which will result in your death; try to run, which will likely end with your death; or you can accept your fate and contemplate what brought you to this moment. 

Not where your character is standing, but you. What have you become? Is this what it’s all been leading up to? Slaving away to a soulless game that gives nothing in return. ‘Why do you still do this?’, you ponder, as the Titan plows into you with their Fist of Havoc.

Oh sorry I got distracted, anyways I would assume it's also difficult for Bungie to keep the game balanced because of the earlier fundamental problem. Any changes they make to weapons, armor, and abilities also carry over to PvE, which is a whole different game. So while Bungie may face balance problems akin to any other in modern shooters, their ability to balance things is likely hampered by considerations of PvE, IMO. Crucible is a hell that I wouldn't wish upon anyone.

Let's talk about sunsetting for a minute. Its perhaps the most controversial update in Destiny 2's history. Now, a lot of things were removed, yes. However, many of these things weren't relevant for people to do anymore. I'll briefly list the only things I miss that got removed: Playlist maps, Reckoning, Black Armory, 17ish exotic quests, tribute hall, drifter narrative quests, Menagerie. The removal of 4 planetary locations sounds like a lot until you realize that for the most part, there wasn't anything worth doing on those planets. The loss of 3 campaigns sound like a lot until you realize that 2 of them were small dlc campaigns. New players will be completely lost if they start with Forsaken's campaign, however to be fair, Red War was merely a servicable introduction at best. Here are my thoughts on the campaigns: long winded & boring & generic, starts kinda interesting but becomes boring, and so boring & short that you go ""really, that was it?"". The elephant in the room is the massive reduction to the weapon sandbox. While I appreciate Bungie's effort to change up the meta (so that mountaintops and recluses aren't all you see forever), I feel like they could've whittled down the viable weapons more gradually. I'll conclude by saying that yes, new players won't have much to do anymore. But I really think people are making this sunsetting look worse than it actually is.

I have to comment on the recent seasons because Bungie has been doing more to create a gradually progressing story in them than before. In the current season (Season of the Splicer), the story is gradually fed to us a bit every week. This makes it more rewarding to keep coming back each week, even if just for a bit. If they keep this up, it'll be harder and harder to not recommend this game.


Overall opinion: Don’t play this game. It is free, but there is so much out there that offers real satisfaction. Games with real stories that you can get invested in. Characters you can care about, rather than cardboard figures of tropes. Gameplay that makes you feel proud, rather than empty. Don’t play this game. Don’t play this game. Don’t play this game. DON’T PLAY THIS GAME!",0
96,1085660,sh''t,1
97,1085660,在Destiny的故事开始前，人类在科技上已ZERO HOUR经取得重大的进步，这些进步促使了黄金BILLI BILLI时代的到来。在黄金时代里，人类几乎完全殖GARDEN OF SALVATION民太阳系的各个行星。但黄金时代并未一直持续下去 SCOURGE OF THE PAST，一个神祕而强大的外星物种来到了太阳系，他们几乎完全摧毁了生活在太阳系内的所有人类。在人类即将灭绝的时候，旅者乘着一个巨大的白色球体从天而LEVIATHAN降使用了未知的力量保护了人类，但作为保护人类SPIRE OF STARS的代价，他们与BOOBA外星种族交战并遭到消灭，只留下那颗卫星漂浮在地表上。在旅者遭到CONTENT 消灭后，人类重新开REMOVED始建立文明，在旅者的球体之下建立了最后的都市。,1
98,1085660,I want to be a wife beater.,1
99,1085660,good,1
100,252490,Good game.,1
101,252490,Fun game if ur not under 1k hours so u gotta solo because nobody wants to play with a person under 1k - 600 hours ;C,1
102,252490,game is fun,1
103,252490,dog,0
104,252490,"mük oyun tavsiye ederim ama ilk önce ayarları açıp sansürü iç çamaşırı yapın yoksa oynanmaz ve oyuna girmesi uzun sürüyo
",1
105,252490,"the best
",1
106,252490,"Great game with a very toxic but funny community.

Base-building at its finest, offline raiding some poor chap when he just logs off destroying the base, robbing his stuff and increasing our wealth.

Gunplay is enjoyable, with predicted recoil after playing for over 230 hours.
Seeing different types of bases is cool, large and small. Destroyed and almost impenetrable. 

The gameplay is very unique and enjoyable with days being lost just building your base, scouting for other bases to raid and upgrading the defences of your base.

Playing with friends is also a fun and unique way of playing, especially when in the middle of an online raid and bullets flying past you from every direction.

Solos can be a challenge playing against players who are solo themselves or are apart of large team. Although, killing the squad is very fulfilling.

I would rate this game a solid 11/10, I would recommend the game for anyone who is playing as a group.",1
107,252490,Pizza mozzarela,1
108,252490,"10/10, would rust again",1
109,252490,Good game bare s h i t tho,0
110,252490,rock turns into an AK after hours of being a virgin,1
111,252490,cool,1
112,252490,game is for no life life stomper looking freaks,0
113,252490,fun. but if you wanna have fun just join the official rust discord server and just ask people to play.,1
114,252490,Great Game !,1
115,252490,good game,1
116,252490,this game is for the people of the brown skin color dont buy,0
117,252490,fun,1
118,252490,good game,1
119,252490,shit game do buy,1
120,252490,"kojljgvnkhygbjl nm.,",1
121,252490,Shite,1
122,252490,fun game. would recommend,1
123,252490,GOOD,1
124,252490,"its really fun but if u have anger issues dont tress about it
",1
125,252490,"played it a bit, it's ight",1
126,252490,Dont hesitate to buy,1
127,252490,By far the best game i've ever played,1
128,252490,its diffrent,1
129,252490,a,1
130,252490,"a bad game 
animals are overpowerd and you cant play 
DO NOT BUY THIS GAME",0
131,252490,"Playing vanilla is a soul draining experience if you have a life outside of Rust. Better to play modded when you get old and jaded like myself and even then half of me hates this game and what it does to me.

Play at your own risk.",0
132,252490,rust,1
133,252490,s,1
134,252490,"Toxic, competitive, fun. GOODLUCK",1
135,252490,very fun with friends,1
136,252490,is cool,1
137,252490,game good,1
138,252490,epic gamer,1
139,252490,maybe,1
140,252490,,1
141,252490,There is only one rule in Rust. TRUST NO ONE,1
142,252490,ok,1
143,252490,killed by bear kill bear make gas out of it's fat great for carnage roleplayers,1
144,252490,4 little kids chasing my while im trying to sneak up on a ak kid would play again :),1
145,252490,great game,1
146,252490,kurwa,1
147,252490,"This game makes me want to smash my desk harder than I smashed your little sister.

6/10 pretty cool game ig",1
148,252490,"good, nasty ,but good
",1
149,252490,love this sexy game,1
150,252490,Ruined my entire Life 10/10,1
151,252490,"YEA ITS INSAINE
",1
152,252490,ITS SO FUN,1
153,252490,vital roamzzz,1
154,252490,"it very pog, but many grind",1
155,252490,"This game makes me want to crawl out of my body and scream, but its a good game, solid 10/10",1
156,252490,"yeah its a good game, learn the game before you play it tho and you will be fine",1
157,252490,dont play this game if you want to have a life. i accidentally played for 14 hours one day. and you will too.,1
158,252490,no,0
159,252490,very good game,1
160,252490,itys very good sumga #,1
161,252490,terrible game,0
162,252490,This game destroyed me mentally.,1
163,252490,5/10/20 split does not work.,0
164,252490,LIT,1
165,252490,takes forever to load,1
166,252490,"Just got this game and love it, really fun and a tough learning curve which i enjoy the challenge of.",1
167,252490,"The games rough at first. But if you play it for a while, you may grow to enjoy it.",1
168,252490,"Nice game dude , rly recomanded:))
",1
169,252490,nigger game,1
170,252490,more addicting then meth,1
171,252490,you haven't experienced rage until you've been door camped for an hour >.<,1
172,252490,"

We're no strangers to love
You know the rules and so do I
A full commitment's what I'm thinking of
You wouldn't get this from any other guy

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

We've known each other for so long
Your heart's been aching, but
You're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

And if you ask me how I'm feeling
Don't tell me you're too blind to see

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

(Ooh, give you up)
(Ooh, give you up)
Never gonna give, never gonna give
(Give you up)
Never gonna give, never gonna give
(Give you up)

We've known each other for so long
Your heart's been aching, but
You're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

",1
173,252490,fye,1
174,252490,very good game,1
175,252490,"This game is overall pretty bad, this kid named XEN Eric keeps door camping me!",1
176,252490,dem fckin try hards man,0
177,252490,ok,0
178,252490,nwort,1
179,252490,"I'm not even good at this game and the 12 year old American kids love to tell me how hot my mother is. But I still love it, 10/10 Would put another 100 hours in.",1
180,252490,"very good
",1
181,252490,i love how fun the game is the community is a lil toxic but not too much so its pretty good basically minecraft on crack with way better graphics,1
182,252490,Donkey,1
183,252490,Best survival game ever made!,1
184,252490,very good game would reccomend,1
185,252490,"This is a perfect game for anyone on the path to enlightenment. In Buddhism, ""Suffering arises from attachment to desires"" In this game over time you will learn to not become so attached to the things you build or the items you acquire.",1
186,252490,GREAT GAME,1
187,252490,n,1
188,252490,"---{Graphics}---
☐ You forget what reality is
☐ Beautiful
☑Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ Paint.exe

---{Gameplay}---
☐Very good
☑Good
☐ It‘s just gameplay
☐ Mehh
☐ Starring at walls is better
☐ Just don‘t

---{Audio}---
☐ Eargasm
☐Very good
☐ Good
☑ Not too bad
☐ Bad
☐ Earrape

---{PC Requirements}---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑Fast
☐ Rich boiiiiii
☐ Ask NASA if they have a spare computer

---{Difficulity}---
☐ Just press ‚A‘
☐ Easy
☐ Significant brain usage
☑Easy to learn / Hard to master
☐ Difficult
☐ Dark Souls

---{Grind}---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isnt necessary to progress
☐ Average grind level
☑ Too much grind
☐You‘ll need a second live for grinding

---{Story}---
☑Story?
☐ Text or Audio floating around
☐ Average
☐ Good
☐ Lovely
☐ It‘ll replace your life

---{Game Time}---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑To infinity and beyond

---{Price}---
☐ It’s free!
☐Worth the price
☑ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{Bugs}---
☐ Never heard of
☑Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs
",1
189,252490,very good,1
190,252490,,1
191,252490,this game has grown so much and has come so far and is 100% worth buying as there are more and more people joining this community,1
192,252490,good,1
193,252490,:),1
194,252490,"god its fun 

",0
195,252490,"99% getting yelled at by racist squeakers or gunned down by no life chads
1% good times

worth",1
196,252490,"if you like taking naked strolls on the beach with a rock, this is the game for you",1
197,252490,1/10 Game,1
198,252490,Rust is amazing and it will most likely be fun for you to if you enjoy long term progression and heart attacks/failure.,1
199,252490,good game,1
200,381210,cant loop,1
201,381210,TRASH,1
202,381210,"really fun
",1
203,381210,"Let me start off by saying that I've rewritten this review several times. 
This is due to the game changing moderately with each major update.
So, is Dead by Daylight (DBD) a good game? Unfortunately no, it's not...
I've been playing DBD for about a year now, and in less than a year I've played for more than a thousend hours.
If I've spent this much time on this game, than it's surely good? Nope, it really isn't.
On the daily basis that I've played this game, I've encountered at least one bug during each session.
Most of the bugs/glitches are in fact, 'game breaking.""
Whether I'm stuck in a locker, or being hit through a pallet...
DBD contains more bugs than a rain forest.
Other than the technical issues (bugs/glitches), there's other problems too.
Problems such as; Micro-Transactions, Toxic Community and most importantly, incompetent developers.
If there's so much cons...What's the pros?
Well, it's not all bad... 
The concept is great, the gameplay is fun, and it's really addictive.
But that's about it, I don't recommend it.",0
